,Id,Title,Description,Item_Group_Id,Availability,Condition,Price,Sale_Price,Image_Link,Gtin,Product_Type,Brand,Link,category,TrackingId
413,VG-SCLA00G/XC,Capa para Exterior The Freestyle ,"A Capa de Exterior envolve o The Freestyle, dando-lhe um toque elegante para quaisquer atividades no exterior.",VG-SCLA00G,preorder,new,59.99 EUR,59.99 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/vg-scla00g-xc/gallery/pt-the-freestyle-case-vg-scla00g-vg-scla00g-xc-530650329?$320_320_PNG$,8806092981782.0,Produtos | Accessories | TV Accessorios,Samsung,<![CDATA[https://www.samsung.com/pt/tv-accessories/the-freestyle-case-vg-scla00g-xc/?cid=pt_pd_social_facebook_capa-para-exterior-the-freestyle--vg-scla00g-xc_ongoing_vd-accessories-automatic-feed_pla_none_none]]>,vd-accessories,cid=pt_pd_social_facebook_capa-para-exterior-the-freestyle--vg-scla00g-xc_ongoing_vd-accessories-automatic-feed_pla_none_none
414,SM-S908BDRDEUB,Galaxy S22 Ultra,"Se procura algo mais compatível com o seu estilo, pode escolher a cor da coluna articulada para complementar ou criar um contraste com as cores nebulosas que cobrem o Galaxy Z Fold2.",SM-S908,preorder,new,1279.90 EUR,1279.90 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/2202/gallery/pt-galaxy-s22-ultra-s908-sm-s908bdrdeub-530885167?$320_320_PNG$,8806092878693.0,Produtos | Smartphones | Galaxy S22 Series 5G,Samsung,<![CDATA[https://shop.samsung.com/pt/Telecom/Mobile-Phone/Galaxy-S22-Ultra-%28Exclusivo-Loja-Online%29/p/SM-S908BDRDEUB?cid=pt_pd_social_facebook_galaxy-s22-ultra-sm-s908bdrdeub_ongoing_none-none-automatic-feed_pla_none_none]]>,none-none,cid=pt_pd_social_facebook_galaxy-s22-ultra-sm-s908bdrdeub_ongoing_none-none-automatic-feed_pla_none_none
415,SM-S908BDRGEUB,Galaxy S22 Ultra,"Se procura algo mais compatível com o seu estilo, pode escolher a cor da coluna articulada para complementar ou criar um contraste com as cores nebulosas que cobrem o Galaxy Z Fold2.",SM-S908,preorder,new,1379.90 EUR,1379.90 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/2202/gallery/pt-galaxy-s22-ultra-s908-sm-s908bdrgeub-530885204?$320_320_PNG$,8806092879256.0,Produtos | Smartphones | Galaxy S22 Series 5G,Samsung,<![CDATA[https://shop.samsung.com/pt/Telecom/Mobile-Phone/Galaxy-S22-Ultra-%28Exclusivo-Loja-Online%29/p/SM-S908BDRGEUB?cid=pt_pd_social_facebook_galaxy-s22-ultra-sm-s908bdrgeub_ongoing_none-none-automatic-feed_pla_none_none]]>,none-none,cid=pt_pd_social_facebook_galaxy-s22-ultra-sm-s908bdrgeub_ongoing_none-none-automatic-feed_pla_none_none
416,SM-S908BDRHEUB,Galaxy S22 Ultra,"Se procura algo mais compatível com o seu estilo, pode escolher a cor da coluna articulada para complementar ou criar um contraste com as cores nebulosas que cobrem o Galaxy Z Fold2.",SM-S908,preorder,new,1479.90 EUR,1479.90 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/2202/gallery/pt-galaxy-s22-ultra-s908-sm-s908bdrheub-530885241?$320_320_PNG$,8806092883574.0,Produtos | Smartphones | Galaxy S22 Series 5G,Samsung,<![CDATA[https://shop.samsung.com/pt/Telecom/Mobile-Phone/Galaxy-S22-Ultra-%28Exclusivo-Loja-Online%29/p/SM-S908BDRHEUB?cid=pt_pd_social_facebook_galaxy-s22-ultra-sm-s908bdrheub_ongoing_none-none-automatic-feed_pla_none_none]]>,none-none,cid=pt_pd_social_facebook_galaxy-s22-ultra-sm-s908bdrheub_ongoing_none-none-automatic-feed_pla_none_none
417,SM-S908BDRPEUB,Galaxy S22 Ultra,"Se procura algo mais compatível com o seu estilo, pode escolher a cor da coluna articulada para complementar ou criar um contraste com as cores nebulosas que cobrem o Galaxy Z Fold2.",SM-S908,preorder,new,1679.90 EUR,1679.90 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/2202/gallery/pt-galaxy-s22-ultra-s908-sm-s908bdrpeub-530885278?$320_320_PNG$,8806094210583.0,Produtos | Smartphones | Galaxy S22 Series 5G,Samsung,<![CDATA[https://shop.samsung.com/pt/Telecom/Mobile-Phone/Galaxy-S22-Ultra-%28Exclusivo-Loja-Online%29/p/SM-S908BDRPEUB?cid=pt_pd_social_facebook_galaxy-s22-ultra-sm-s908bdrpeub_ongoing_none-none-automatic-feed_pla_none_none]]>,none-none,cid=pt_pd_social_facebook_galaxy-s22-ultra-sm-s908bdrpeub_ongoing_none-none-automatic-feed_pla_none_none
418,SM-S908BLBDEUB,Galaxy S22 Ultra (Exclusivo Loja Online),"Se procura algo mais compatível com o seu estilo, pode escolher a cor da coluna articulada para complementar ou criar um contraste com as cores nebulosas que cobrem o Galaxy Z Fold2.",SM-S908,in stock,new,1279.90 EUR,1279.90 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/2202/gallery/pt-galaxy-s22-ultra-s908-411284-sm-s908blbdeub-530887452?$320_320_PNG$,8806094306927.0,Produtos | Smartphones | Galaxy S22 Series 5G,Samsung,<![CDATA[https://shop.samsung.com/pt/Telecom/Mobile-Phone/Galaxy-S22-Ultra-%28Exclusivo-Loja-Online%29/p/SM-S908BLBDEUB?cid=pt_pd_social_facebook_galaxy-s22-ultra-(exclusivo-loja-online)-sm-s908blbdeub_ongoing_none-none-automatic-feed_pla_none_none]]>,none-none,cid=pt_pd_social_facebook_galaxy-s22-ultra-(exclusivo-loja-online)-sm-s908blbdeub_ongoing_none-none-automatic-feed_pla_none_none
419,SM-S908BLBGEUB,Galaxy S22 Ultra (Exclusivo Loja Online),"Se procura algo mais compatível com o seu estilo, pode escolher a cor da coluna articulada para complementar ou criar um contraste com as cores nebulosas que cobrem o Galaxy Z Fold2.",SM-S908,in stock,new,1379.90 EUR,1379.90 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/2202/gallery/pt-galaxy-s22-ultra-s908-411284-sm-s908blbgeub-530887489?$320_320_PNG$,8806094306903.0,Produtos | Smartphones | Galaxy S22 Series 5G,Samsung,<![CDATA[https://shop.samsung.com/pt/Telecom/Mobile-Phone/Galaxy-S22-Ultra-%28Exclusivo-Loja-Online%29/p/SM-S908BLBGEUB?cid=pt_pd_social_facebook_galaxy-s22-ultra-(exclusivo-loja-online)-sm-s908blbgeub_ongoing_none-none-automatic-feed_pla_none_none]]>,none-none,cid=pt_pd_social_facebook_galaxy-s22-ultra-(exclusivo-loja-online)-sm-s908blbgeub_ongoing_none-none-automatic-feed_pla_none_none
420,SM-S908BLBHEUB,Galaxy S22 Ultra (Exclusivo Loja Online),"Se procura algo mais compatível com o seu estilo, pode escolher a cor da coluna articulada para complementar ou criar um contraste com as cores nebulosas que cobrem o Galaxy Z Fold2.",SM-S908,in stock,new,1479.90 EUR,1479.90 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/2202/gallery/pt-galaxy-s22-ultra-s908-411284-sm-s908blbheub-530887526?$320_320_PNG$,8806094306880.0,Produtos | Smartphones | Galaxy S22 Series 5G,Samsung,<![CDATA[https://shop.samsung.com/pt/Telecom/Mobile-Phone/Galaxy-S22-Ultra-%28Exclusivo-Loja-Online%29/p/SM-S908BLBHEUB?cid=pt_pd_social_facebook_galaxy-s22-ultra-(exclusivo-loja-online)-sm-s908blbheub_ongoing_none-none-automatic-feed_pla_none_none]]>,none-none,cid=pt_pd_social_facebook_galaxy-s22-ultra-(exclusivo-loja-online)-sm-s908blbheub_ongoing_none-none-automatic-feed_pla_none_none
421,SM-S908BLBPEUB,Galaxy S22 Ultra (Exclusivo Loja Online),"Se procura algo mais compatível com o seu estilo, pode escolher a cor da coluna articulada para complementar ou criar um contraste com as cores nebulosas que cobrem o Galaxy Z Fold2.",SM-S908,in stock,new,1679.90 EUR,1679.90 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/2202/gallery/pt-galaxy-s22-ultra-s908-411284-sm-s908blbpeub-530887563?$320_320_PNG$,8806094306866.0,Produtos | Smartphones | Galaxy S22 Series 5G,Samsung,<![CDATA[https://shop.samsung.com/pt/Telecom/Mobile-Phone/Galaxy-S22-Ultra-%28Exclusivo-Loja-Online%29/p/SM-S908BLBPEUB?cid=pt_pd_social_facebook_galaxy-s22-ultra-(exclusivo-loja-online)-sm-s908blbpeub_ongoing_none-none-automatic-feed_pla_none_none]]>,none-none,cid=pt_pd_social_facebook_galaxy-s22-ultra-(exclusivo-loja-online)-sm-s908blbpeub_ongoing_none-none-automatic-feed_pla_none_none
422,SM-S908BZADEUB,Galaxy S22 Ultra (Exclusivo Loja Online),"Se procura algo mais compatível com o seu estilo, pode escolher a cor da coluna articulada para complementar ou criar um contraste com as cores nebulosas que cobrem o Galaxy Z Fold2.",SM-S908,in stock,new,1279.90 EUR,1279.90 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/2202/gallery/pt-galaxy-s22-ultra-s908-411284-sm-s908bzadeub-530887600?$320_320_PNG$,8806094306842.0,Produtos | Smartphones | Galaxy S22 Series 5G,Samsung,<![CDATA[https://shop.samsung.com/pt/Telecom/Mobile-Phone/Galaxy-S22-Ultra-%28Exclusivo-Loja-Online%29/p/SM-S908BZADEUB?cid=pt_pd_social_facebook_galaxy-s22-ultra-(exclusivo-loja-online)-sm-s908bzadeub_ongoing_none-none-automatic-feed_pla_none_none]]>,none-none,cid=pt_pd_social_facebook_galaxy-s22-ultra-(exclusivo-loja-online)-sm-s908bzadeub_ongoing_none-none-automatic-feed_pla_none_none
423,SM-S908BZAGEUB,Galaxy S22 Ultra (Exclusivo Loja Online),"Se procura algo mais compatível com o seu estilo, pode escolher a cor da coluna articulada para complementar ou criar um contraste com as cores nebulosas que cobrem o Galaxy Z Fold2.",SM-S908,in stock,new,1379.90 EUR,1379.90 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/2202/gallery/pt-galaxy-s22-ultra-s908-411284-sm-s908bzageub-530887638?$320_320_PNG$,8806094306828.0,Produtos | Smartphones | Galaxy S22 Series 5G,Samsung,<![CDATA[https://shop.samsung.com/pt/Telecom/Mobile-Phone/Galaxy-S22-Ultra-%28Exclusivo-Loja-Online%29/p/SM-S908BZAGEUB?cid=pt_pd_social_facebook_galaxy-s22-ultra-(exclusivo-loja-online)-sm-s908bzageub_ongoing_none-none-automatic-feed_pla_none_none]]>,none-none,cid=pt_pd_social_facebook_galaxy-s22-ultra-(exclusivo-loja-online)-sm-s908bzageub_ongoing_none-none-automatic-feed_pla_none_none
424,SM-S908BZAHEUB,Galaxy S22 Ultra (Exclusivo Loja Online),"Se procura algo mais compatível com o seu estilo, pode escolher a cor da coluna articulada para complementar ou criar um contraste com as cores nebulosas que cobrem o Galaxy Z Fold2.",SM-S908,in stock,new,1479.90 EUR,1479.90 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/2202/gallery/pt-galaxy-s22-ultra-s908-411284-sm-s908bzaheub-530887675?$320_320_PNG$,8806094306750.0,Produtos | Smartphones | Galaxy S22 Series 5G,Samsung,<![CDATA[https://shop.samsung.com/pt/Telecom/Mobile-Phone/Galaxy-S22-Ultra-%28Exclusivo-Loja-Online%29/p/SM-S908BZAHEUB?cid=pt_pd_social_facebook_galaxy-s22-ultra-(exclusivo-loja-online)-sm-s908bzaheub_ongoing_none-none-automatic-feed_pla_none_none]]>,none-none,cid=pt_pd_social_facebook_galaxy-s22-ultra-(exclusivo-loja-online)-sm-s908bzaheub_ongoing_none-none-automatic-feed_pla_none_none
425,SM-S908BZAPEUB,Galaxy S22 Ultra (Exclusivo Loja Online),"Se procura algo mais compatível com o seu estilo, pode escolher a cor da coluna articulada para complementar ou criar um contraste com as cores nebulosas que cobrem o Galaxy Z Fold2.",SM-S908,in stock,new,1679.90 EUR,1679.90 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/2202/gallery/pt-galaxy-s22-ultra-s908-411284-sm-s908bzapeub-530887712?$320_320_PNG$,8806094306736.0,Produtos | Smartphones | Galaxy S22 Series 5G,Samsung,<![CDATA[https://shop.samsung.com/pt/Telecom/Mobile-Phone/Galaxy-S22-Ultra-%28Exclusivo-Loja-Online%29/p/SM-S908BZAPEUB?cid=pt_pd_social_facebook_galaxy-s22-ultra-(exclusivo-loja-online)-sm-s908bzapeub_ongoing_none-none-automatic-feed_pla_none_none]]>,none-none,cid=pt_pd_social_facebook_galaxy-s22-ultra-(exclusivo-loja-online)-sm-s908bzapeub_ongoing_none-none-automatic-feed_pla_none_none
426,SM-S908BZGDEUB,Galaxy S22 Ultra,"Se procura algo mais compatível com o seu estilo, pode escolher a cor da coluna articulada para complementar ou criar um contraste com as cores nebulosas que cobrem o Galaxy Z Fold2.",SM-S908,preorder,new,1279.90 EUR,1279.90 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/2202/gallery/pt-galaxy-s22-ultra-s908-sm-s908bzgdeub-530885315?$320_320_PNG$,8806094053500.0,Produtos | Smartphones | Galaxy S22 Series 5G,Samsung,<![CDATA[https://shop.samsung.com/pt/Telecom/Mobile-Phone/Galaxy-S22-Ultra-%28Exclusivo-Loja-Online%29/p/SM-S908BZGDEUB?cid=pt_pd_social_facebook_galaxy-s22-ultra-sm-s908bzgdeub_ongoing_none-none-automatic-feed_pla_none_none]]>,none-none,cid=pt_pd_social_facebook_galaxy-s22-ultra-sm-s908bzgdeub_ongoing_none-none-automatic-feed_pla_none_none
427,SM-S908BZGGEUB,Galaxy S22 Ultra,"Se procura algo mais compatível com o seu estilo, pode escolher a cor da coluna articulada para complementar ou criar um contraste com as cores nebulosas que cobrem o Galaxy Z Fold2.",SM-S908,preorder,new,1379.90 EUR,1379.90 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/2202/gallery/pt-galaxy-s22-ultra-s908-sm-s908bzggeub-530885352?$320_320_PNG$,8806094053388.0,Produtos | Smartphones | Galaxy S22 Series 5G,Samsung,<![CDATA[https://shop.samsung.com/pt/Telecom/Mobile-Phone/Galaxy-S22-Ultra-%28Exclusivo-Loja-Online%29/p/SM-S908BZGGEUB?cid=pt_pd_social_facebook_galaxy-s22-ultra-sm-s908bzggeub_ongoing_none-none-automatic-feed_pla_none_none]]>,none-none,cid=pt_pd_social_facebook_galaxy-s22-ultra-sm-s908bzggeub_ongoing_none-none-automatic-feed_pla_none_none
428,SM-S908BZGHEUB,Galaxy S22 Ultra,"Se procura algo mais compatível com o seu estilo, pode escolher a cor da coluna articulada para complementar ou criar um contraste com as cores nebulosas que cobrem o Galaxy Z Fold2.",SM-S908,preorder,new,1479.90 EUR,1479.90 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/2202/gallery/pt-galaxy-s22-ultra-s908-sm-s908bzgheub-530885405?$320_320_PNG$,8806094053265.0,Produtos | Smartphones | Galaxy S22 Series 5G,Samsung,<![CDATA[https://shop.samsung.com/pt/Telecom/Mobile-Phone/Galaxy-S22-Ultra-%28Exclusivo-Loja-Online%29/p/SM-S908BZGHEUB?cid=pt_pd_social_facebook_galaxy-s22-ultra-sm-s908bzgheub_ongoing_none-none-automatic-feed_pla_none_none]]>,none-none,cid=pt_pd_social_facebook_galaxy-s22-ultra-sm-s908bzgheub_ongoing_none-none-automatic-feed_pla_none_none
429,SM-S908BZGPEUB,Galaxy S22 Ultra,"Se procura algo mais compatível com o seu estilo, pode escolher a cor da coluna articulada para complementar ou criar um contraste com as cores nebulosas que cobrem o Galaxy Z Fold2.",SM-S908,preorder,new,1679.90 EUR,1679.90 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/2202/gallery/pt-galaxy-s22-ultra-s908-sm-s908bzgpeub-530885442?$320_320_PNG$,8806094210538.0,Produtos | Smartphones | Galaxy S22 Series 5G,Samsung,<![CDATA[https://shop.samsung.com/pt/Telecom/Mobile-Phone/Galaxy-S22-Ultra-%28Exclusivo-Loja-Online%29/p/SM-S908BZGPEUB?cid=pt_pd_social_facebook_galaxy-s22-ultra-sm-s908bzgpeub_ongoing_none-none-automatic-feed_pla_none_none]]>,none-none,cid=pt_pd_social_facebook_galaxy-s22-ultra-sm-s908bzgpeub_ongoing_none-none-automatic-feed_pla_none_none
430,SM-S908BZKDEUB,Galaxy S22 Ultra,"Se procura algo mais compatível com o seu estilo, pode escolher a cor da coluna articulada para complementar ou criar um contraste com as cores nebulosas que cobrem o Galaxy Z Fold2.",SM-S908,preorder,new,1279.90 EUR,1279.90 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/2202/gallery/pt-galaxy-s22-ultra-s908-sm-s908bzkdeub-530885479?$320_320_PNG$,8806092879140.0,Produtos | Smartphones | Galaxy S22 Series 5G,Samsung,<![CDATA[https://shop.samsung.com/pt/Telecom/Mobile-Phone/Galaxy-S22-Ultra-%28Exclusivo-Loja-Online%29/p/SM-S908BZKDEUB?cid=pt_pd_social_facebook_galaxy-s22-ultra-sm-s908bzkdeub_ongoing_none-none-automatic-feed_pla_none_none]]>,none-none,cid=pt_pd_social_facebook_galaxy-s22-ultra-sm-s908bzkdeub_ongoing_none-none-automatic-feed_pla_none_none
431,SM-S908BZKGEUB,Galaxy S22 Ultra,"Se procura algo mais compatível com o seu estilo, pode escolher a cor da coluna articulada para complementar ou criar um contraste com as cores nebulosas que cobrem o Galaxy Z Fold2.",SM-S908,preorder,new,1379.90 EUR,1379.90 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/2202/gallery/pt-galaxy-s22-ultra-s908-sm-s908bzkgeub-530885517?$320_320_PNG$,8806092879027.0,Produtos | Smartphones | Galaxy S22 Series 5G,Samsung,<![CDATA[https://shop.samsung.com/pt/Telecom/Mobile-Phone/Galaxy-S22-Ultra-%28Exclusivo-Loja-Online%29/p/SM-S908BZKGEUB?cid=pt_pd_social_facebook_galaxy-s22-ultra-sm-s908bzkgeub_ongoing_none-none-automatic-feed_pla_none_none]]>,none-none,cid=pt_pd_social_facebook_galaxy-s22-ultra-sm-s908bzkgeub_ongoing_none-none-automatic-feed_pla_none_none
432,SM-S908BZKHEUB,Galaxy S22 Ultra,"Se procura algo mais compatível com o seu estilo, pode escolher a cor da coluna articulada para complementar ou criar um contraste com as cores nebulosas que cobrem o Galaxy Z Fold2.",SM-S908,preorder,new,1479.90 EUR,1479.90 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/2202/gallery/pt-galaxy-s22-ultra-s908-sm-s908bzkheub-530885554?$320_320_PNG$,8806092883505.0,Produtos | Smartphones | Galaxy S22 Series 5G,Samsung,<![CDATA[https://shop.samsung.com/pt/Telecom/Mobile-Phone/Galaxy-S22-Ultra-%28Exclusivo-Loja-Online%29/p/SM-S908BZKHEUB?cid=pt_pd_social_facebook_galaxy-s22-ultra-sm-s908bzkheub_ongoing_none-none-automatic-feed_pla_none_none]]>,none-none,cid=pt_pd_social_facebook_galaxy-s22-ultra-sm-s908bzkheub_ongoing_none-none-automatic-feed_pla_none_none
433,SM-S908BZKPEUB,Galaxy S22 Ultra,"Se procura algo mais compatível com o seu estilo, pode escolher a cor da coluna articulada para complementar ou criar um contraste com as cores nebulosas que cobrem o Galaxy Z Fold2.",SM-S908,preorder,new,1679.90 EUR,1679.90 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/2202/gallery/pt-galaxy-s22-ultra-s908-sm-s908bzkpeub-530885591?$320_320_PNG$,8806094210491.0,Produtos | Smartphones | Galaxy S22 Series 5G,Samsung,<![CDATA[https://shop.samsung.com/pt/Telecom/Mobile-Phone/Galaxy-S22-Ultra-%28Exclusivo-Loja-Online%29/p/SM-S908BZKPEUB?cid=pt_pd_social_facebook_galaxy-s22-ultra-sm-s908bzkpeub_ongoing_none-none-automatic-feed_pla_none_none]]>,none-none,cid=pt_pd_social_facebook_galaxy-s22-ultra-sm-s908bzkpeub_ongoing_none-none-automatic-feed_pla_none_none
434,SM-S908BZRDEUB,Galaxy S22 Ultra (Exclusivo Loja Online),"Se procura algo mais compatível com o seu estilo, pode escolher a cor da coluna articulada para complementar ou criar um contraste com as cores nebulosas que cobrem o Galaxy Z Fold2.",SM-S908,in stock,new,1279.90 EUR,1279.90 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/2202/gallery/pt-galaxy-s22-ultra-s908-411284-sm-s908bzrdeub-530887769?$320_320_PNG$,8806094306712.0,Produtos | Smartphones | Galaxy S22 Series 5G,Samsung,<![CDATA[https://shop.samsung.com/pt/Telecom/Mobile-Phone/Galaxy-S22-Ultra-%28Exclusivo-Loja-Online%29/p/SM-S908BZRDEUB?cid=pt_pd_social_facebook_galaxy-s22-ultra-(exclusivo-loja-online)-sm-s908bzrdeub_ongoing_none-none-automatic-feed_pla_none_none]]>,none-none,cid=pt_pd_social_facebook_galaxy-s22-ultra-(exclusivo-loja-online)-sm-s908bzrdeub_ongoing_none-none-automatic-feed_pla_none_none
435,SM-S908BZRGEUB,Galaxy S22 Ultra (Exclusivo Loja Online),"Se procura algo mais compatível com o seu estilo, pode escolher a cor da coluna articulada para complementar ou criar um contraste com as cores nebulosas que cobrem o Galaxy Z Fold2.",SM-S908,in stock,new,1379.90 EUR,1379.90 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/2202/gallery/pt-galaxy-s22-ultra-s908-411284-sm-s908bzrgeub-530887806?$320_320_PNG$,8806094306637.0,Produtos | Smartphones | Galaxy S22 Series 5G,Samsung,<![CDATA[https://shop.samsung.com/pt/Telecom/Mobile-Phone/Galaxy-S22-Ultra-%28Exclusivo-Loja-Online%29/p/SM-S908BZRGEUB?cid=pt_pd_social_facebook_galaxy-s22-ultra-(exclusivo-loja-online)-sm-s908bzrgeub_ongoing_none-none-automatic-feed_pla_none_none]]>,none-none,cid=pt_pd_social_facebook_galaxy-s22-ultra-(exclusivo-loja-online)-sm-s908bzrgeub_ongoing_none-none-automatic-feed_pla_none_none
436,SM-S908BZRHEUB,Galaxy S22 Ultra (Exclusivo Loja Online),"Se procura algo mais compatível com o seu estilo, pode escolher a cor da coluna articulada para complementar ou criar um contraste com as cores nebulosas que cobrem o Galaxy Z Fold2.",SM-S908,in stock,new,1479.90 EUR,1479.90 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/2202/gallery/pt-galaxy-s22-ultra-s908-411284-sm-s908bzrheub-530887843?$320_320_PNG$,8806094306613.0,Produtos | Smartphones | Galaxy S22 Series 5G,Samsung,<![CDATA[https://shop.samsung.com/pt/Telecom/Mobile-Phone/Galaxy-S22-Ultra-%28Exclusivo-Loja-Online%29/p/SM-S908BZRHEUB?cid=pt_pd_social_facebook_galaxy-s22-ultra-(exclusivo-loja-online)-sm-s908bzrheub_ongoing_none-none-automatic-feed_pla_none_none]]>,none-none,cid=pt_pd_social_facebook_galaxy-s22-ultra-(exclusivo-loja-online)-sm-s908bzrheub_ongoing_none-none-automatic-feed_pla_none_none
437,SM-S908BZRPEUB,Galaxy S22 Ultra (Exclusivo Loja Online),"Se procura algo mais compatível com o seu estilo, pode escolher a cor da coluna articulada para complementar ou criar um contraste com as cores nebulosas que cobrem o Galaxy Z Fold2.",SM-S908,in stock,new,1679.90 EUR,1679.90 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/2202/gallery/pt-galaxy-s22-ultra-s908-411284-sm-s908bzrpeub-530887880?$320_320_PNG$,8806094306606.0,Produtos | Smartphones | Galaxy S22 Series 5G,Samsung,<![CDATA[https://shop.samsung.com/pt/Telecom/Mobile-Phone/Galaxy-S22-Ultra-%28Exclusivo-Loja-Online%29/p/SM-S908BZRPEUB?cid=pt_pd_social_facebook_galaxy-s22-ultra-(exclusivo-loja-online)-sm-s908bzrpeub_ongoing_none-none-automatic-feed_pla_none_none]]>,none-none,cid=pt_pd_social_facebook_galaxy-s22-ultra-(exclusivo-loja-online)-sm-s908bzrpeub_ongoing_none-none-automatic-feed_pla_none_none
438,SM-S908BZWDEUB,Galaxy S22 Ultra,"Se procura algo mais compatível com o seu estilo, pode escolher a cor da coluna articulada para complementar ou criar um contraste com as cores nebulosas que cobrem o Galaxy Z Fold2.",SM-S908,preorder,new,1279.90 EUR,1279.90 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/2202/gallery/pt-galaxy-s22-ultra-s908-sm-s908bzwdeub-530885628?$320_320_PNG$,8806092878921.0,Produtos | Smartphones | Galaxy S22 Series 5G,Samsung,<![CDATA[https://shop.samsung.com/pt/Telecom/Mobile-Phone/Galaxy-S22-Ultra-%28Exclusivo-Loja-Online%29/p/SM-S908BZWDEUB?cid=pt_pd_social_facebook_galaxy-s22-ultra-sm-s908bzwdeub_ongoing_none-none-automatic-feed_pla_none_none]]>,none-none,cid=pt_pd_social_facebook_galaxy-s22-ultra-sm-s908bzwdeub_ongoing_none-none-automatic-feed_pla_none_none
439,SM-S908BZWGEUB,Galaxy S22 Ultra,"Se procura algo mais compatível com o seu estilo, pode escolher a cor da coluna articulada para complementar ou criar um contraste com as cores nebulosas que cobrem o Galaxy Z Fold2.",SM-S908,preorder,new,1379.90 EUR,1379.90 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/2202/gallery/pt-galaxy-s22-ultra-s908-sm-s908bzwgeub-530885665?$320_320_PNG$,8806092878815.0,Produtos | Smartphones | Galaxy S22 Series 5G,Samsung,<![CDATA[https://shop.samsung.com/pt/Telecom/Mobile-Phone/Galaxy-S22-Ultra-%28Exclusivo-Loja-Online%29/p/SM-S908BZWGEUB?cid=pt_pd_social_facebook_galaxy-s22-ultra-sm-s908bzwgeub_ongoing_none-none-automatic-feed_pla_none_none]]>,none-none,cid=pt_pd_social_facebook_galaxy-s22-ultra-sm-s908bzwgeub_ongoing_none-none-automatic-feed_pla_none_none
440,SM-S908BZWHEUB,Galaxy S22 Ultra,"Se procura algo mais compatível com o seu estilo, pode escolher a cor da coluna articulada para complementar ou criar um contraste com as cores nebulosas que cobrem o Galaxy Z Fold2.",SM-S908,preorder,new,1479.90 EUR,1479.90 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/2202/gallery/pt-galaxy-s22-ultra-s908-sm-s908bzwheub-530885702?$320_320_PNG$,8806092883420.0,Produtos | Smartphones | Galaxy S22 Series 5G,Samsung,<![CDATA[https://shop.samsung.com/pt/Telecom/Mobile-Phone/Galaxy-S22-Ultra-%28Exclusivo-Loja-Online%29/p/SM-S908BZWHEUB?cid=pt_pd_social_facebook_galaxy-s22-ultra-sm-s908bzwheub_ongoing_none-none-automatic-feed_pla_none_none]]>,none-none,cid=pt_pd_social_facebook_galaxy-s22-ultra-sm-s908bzwheub_ongoing_none-none-automatic-feed_pla_none_none
441,SM-S908BZWPEUB,Galaxy S22 Ultra,"Se procura algo mais compatível com o seu estilo, pode escolher a cor da coluna articulada para complementar ou criar um contraste com as cores nebulosas que cobrem o Galaxy Z Fold2.",SM-S908,preorder,new,1679.90 EUR,1679.90 EUR,https://images.samsung.com/is/image/samsung/p6pim/pt/2202/gallery/pt-galaxy-s22-ultra-s908-sm-s908bzwpeub-530885740?$320_320_PNG$,8806094210453.0,Produtos | Smartphones | Galaxy S22 Series 5G,Samsung,<![CDATA[https://shop.samsung.com/pt/Telecom/Mobile-Phone/Galaxy-S22-Ultra-%28Exclusivo-Loja-Online%29/p/SM-S908BZWPEUB?cid=pt_pd_social_facebook_galaxy-s22-ultra-sm-s908bzwpeub_ongoing_none-none-automatic-feed_pla_none_none]]>,none-none,cid=pt_pd_social_facebook_galaxy-s22-ultra-sm-s908bzwpeub_ongoing_none-none-automatic-feed_pla_none_none
